"x","y"
0.366071428571429,-0.0527923716954019
0.375,-0.251930432210443
0.383928571428571,-0.250868869659582
0.392857142857143,-0.305298341935719
0.401785714285714,0.193111988125841
0.410714285714286,-0.0818130372409446
0.419642857142857,-0.278722053743186
0.428571428571428,-0.338627924902139
0.4375,-0.0515249029038468
0.446428571428571,-0.0368603146982202
0.455357142857143,-0.296313179646699
0.464285714285714,-0.0898337470451097
0.473214285714286,-0.258577178768483
0.482142857142857,-0.221255910608333
0.491071428571428,-0.348835700623762
0.5,-0.0481121376481059
0.508928571428571,-0.360055044444152
0.517857142857143,-0.217444058026729
0.526785714285714,0.0014465579212663
0.535714285714286,-0.0689620389259662
0.544642857142857,-0.00488717109160494
0.553571428571428,-0.0889343931039886
0.5625,-0.122903668444505
0.571428571428571,-0.159711404960706
0.580357142857143,-0.151774242974977
0.589285714285714,-0.263430077053542
0.598214285714286,-0.0439021921426606
0.607142857142857,-0.0756212539330434
0.616071428571428,-0.350803141292095
0.625,0.13956953952139
0.633928571428571,0.201038582605663
0.642857142857143,-0.0703408021072192
0.651785714285714,0.175105615644721
0.660714285714286,-0.0735123088917386
0.669642857142857,0.0444930478635769
0.678571428571428,0.121962383790504
0.6875,0.237129677763199
0.696428571428571,0.119512282440651
0.705357142857143,0.180703281721944
0.714285714285714,0.163347302607353
0.723214285714286,0.0255095597757491
0.732142857142857,0.166158624006504
0.741071428571428,-0.00633756482694707
0.75,0.141204796712509
0.758928571428571,0.167524320779837
0.767857142857143,0.0675767547780494
0.776785714285714,0.0945943268297155
0.785714285714286,0.282648645368492
0.794642857142857,0.0635485700239493
0.803571428571428,0.188163243765581
0.8125,-0.0498792665339543
0.821428571428571,0.0577107736966802
0.830357142857143,0.128200746274364
0.839285714285714,0.01854336841722
0.848214285714286,0.151599911332317
0.857142857142857,0.0215347940331963
0.866071428571428,0.164835676212125
0.875,0.293958338950658
0.883928571428571,-0.199477792998285
0.892857142857143,0.169602126235546
0.901785714285714,0.0715189726020007
0.910714285714286,0.0904475652525476
0.919642857142857,-0.160766783882689
0.928571428571428,0.147228472510904
0.9375,-0.132839662649001
0.946428571428571,0.146799646017852
0.955357142857143,0.0621660981761844
0.964285714285714,-0.0788729990760638
0.973214285714286,-0.184149808086477
0.982142857142857,-0.0869500463473956
0.991071428571428,-0.127448514439514
1,-0.0711737867210103
